id,establecimiento,tipo,calle,altura,piso_dpto,cruce,barrio_localidad,ciudad,partido_comuna,provincia_region,pais,aprobado,observacion,formattedaddress,latitude,longitude,habilitado,confidence,condones,prueba,mac,ile,dc,ssr,es_rapido,tel_distrib,mail_distrib,horario_distrib,responsable_distrib,web_distrib,ubicacion_distrib,comentarios_distrib,tel_testeo,mail_testeo,horario_testeo,responsable_testeo,web_testeo,ubicacion_testeo,observaciones_testeo,tel_mac,mail_mac,horario_mac,responsable_mac,web_mac,ubicacion_mac,comentarios_mac,tel_ile,mail_ile,horario_ile,responsable_ile,web_ile,ubicacion_ile,comentarios_ile,tel_dc,mail_dc,horario_dc,responsable_dc,web_dc,ubicacion_dc,comentarios_dc,tel_ssr,mail_ssr,horario_ssr,responsable_ssr,web_ssr,ubicacion_ssr,comentarios_ssr,servicetype_condones,servicetype_prueba,servicetype_mac,servicetype_ile,servicetype_dc,servicetype_ssr,friendly_condones,friendly_prueba,friendly_mac,friendly_ile,friendly_dc,friendly_ssr
367,"C.S Fortaleza","Nivel 1 I-3","Cl Los Virreyes",,,,"Urb. Fortaleza De Vitarte","Ate Vitarte",Lima,"Lima Metropolitana",Perú,1,,,-12.0329722,-76.84136111,1,,SI,SI,SI,SI,SI,SI,SI,3515376,,,,,,,3515376,,,,,,,3515376,,,,,,,,,,,,,,3515376,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",3515376,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
368,"C.S Gustavo Lanatha","Nivel 1 I-3","Jr. Puerto España","Mz F2 Lote 02",,,Sicuani,"Ate Vitarte",Lima,"Lima Metropolitana",Perú,1,,,-12.0351667,-76.89208333,1,,SI,SI,SI,SI,SI,SI,SI,3265943,,,,,,,3265943,,,,,,,3265943,,,,,,,,,,,,,,3265943,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",3265943,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
369,"P.S Horacio Zevallos","Nivel 1 I-2","Av. J. Zuvieta",,,,"Aahh Horacio Zevallos","Ate Vitarte",Lima,"Lima Metropolitana",Perú,1,,,-12.0329722,-76.92469444,1,,SI,SI,SI,SI,SI,SI,SI,3515376,,,,,,,3515376,,,,,,,3515376,,,,,,,,,,,,,,3515376,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",3515376,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
370,"P.S Fraternidad Niño de Jesús Zona X","Nivel 1 I-2",Ucv,236,,"Zona X",Haycan,"Ate Vitarte",Lima,"Lima Metropolitana",Perú,1,,,-12.0505556,-76.34916667,1,,SI,SI,SI,SI,SI,SI,SI,"3577586 5848963",,,,,,,"3577586 5848963",,,,,,,"3577586 5848963",,,,,,,,,,,,,,"3577586 5848963",,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas","3577586 5848963",,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
371,"Ps. La Fraternidad","Nivel 1 I-2","Nucleo De Serv",,,"Zona S",Haycan,"Ate Vitarte",Lima,"Lima Metropolitana",Perú,1,,,-12.0260278,-76.91925,1,,SI,SI,SI,SI,SI,SI,SI,"3716685 / 5849027",,,,,,,"3716685 / 5849027",,,,,,,"3716685 / 5849027",,,,,,,,,,,,,,"3716685 / 5849027",,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas","3716685 / 5849027",,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
372,"C.S Sr de los Milagros","Nivel 1 I-3","Av. 15 De Julio",,,"Zona K",Haycan,"Ate Vitarte",Lima,"Lima Metropolitana",Perú,1,,,-12.0378056,-76.55686111,1,,SI,SI,SI,SI,SI,SI,SI,3716119,,,,,,,3716119,,,,,,,3716119,,,,,,,,,,,,,,3716119,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",3716119,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
373,"C.S Manylsa","Nivel 1 I-3",,"Mz F Lote 1",,,"Coop Manylsa","Ate Vitarte",Lima,"Lima Metropolitana",Perú,1,,,-12.0312222,-76.90661111,1,,SI,SI,SI,SI,SI,SI,SI,"3561672 / 3549957",,,,,,,"3561672 / 3549957",,,,,,,"3561672 / 3549957",,,,,,,,,,,,,,"3561672 / 3549957",,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas","3561672 / 3549957",,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
374,"C.S Salamanca","Nivel 1 I-3","Calle Los Mochicas",127-131,,,Salamanca,"Ate Vitarte",Lima,"Lima Metropolitana",Perú,1,,,-12.07175,-76.98636111,1,,SI,SI,SI,SI,SI,SI,SI,4360962,,,,,,,4360962,,,,,,,4360962,,,,,,,,,,,,,,4360962,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",4360962,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
375,"C.S San Antonio","Nivel 1 I-3","Calle 7",,,"Esq. Calle 8","Asoc. Pobladores De San Antonio","Ate Vitarte",Lima,"Lima Metropolitana",Perú,1,,,-12.0061111,-76.837,1,,SI,SI,SI,SI,SI,SI,SI,3516189,,,,,,,3516189,,,,,,,3516189,,,,,,,,,,,,,,3516189,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",3516189,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
376,"C.S San Fernado","Nivel 1 I-3","Jr. Jose Santos Chocano","Cdra 1",,,"Urb. Valdiviezo","Ate Vitarte",Lima,"Lima Metropolitana",Perú,1,,,-12.0598611,-76.99633333,1,,SI,SI,SI,SI,SI,SI,SI,3262575,,,,,,,3262575,,,,,,,3262575,,,,,,,,,,,,,,3262575,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",3262575,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
377,"C.S Santa Clara","Nivel 1 I-3","Av. Estrella",,,"Cc Km 12","Santa Clara","Ate Vitarte",Lima,"Lima Metropolitana",Perú,1,,,-12.0159722,-76.88472222,1,,SI,SI,SI,SI,SI,SI,SI,"3561887 / 5764990",,,,,,,"3561887 / 5764990",,,,,,,"3561887 / 5764990",,,,,,,,,,,,,,"3561887 / 5764990",,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas","3561887 / 5764990",,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
378,"C.S Micaela","Nivel 1 I-3",,"Mz V",,"Parque Central","Aahh M. Bastidas","Ate Vitarte",Lima,"Lima Metropolitana",Perú,1,,,-12.0528056,-76.90222222,1,,SI,SI,SI,SI,SI,SI,SI,3513227,,,,,,,3513227,,,,,,,3513227,,,,,,,,,,,,,,3513227,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",3513227,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
379,"P.S Ate","Nivel 1 I-2","Jr Paruro",138,,,"Coop 27 De Abril","Ate Vitarte",Lima,"Lima Metropolitana",Perú,1,,,-12.0448611,-76.91411111,1,,SI,SI,SI,SI,SI,SI,SI,3491297,,,,,,,3491297,,,,,,,3491297,,,,,,,,,,,,,,3491297,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",3491297,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
380,"P.S Tupac Amaru","Nivel 1 I-2",,"Mz D Lote 50",,"Zona 2","Aahh Tupac Amaru","Ate Vitarte",Lima,"Lima Metropolitana",Perú,1,,,-12.0384444,-76.90333333,1,,SI,SI,SI,SI,SI,SI,SI,nn,,,,,,,nn,,,,,,,nn,,,,,,,,,,,,,,nn,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",nn,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
381,"C.S Santa Luzmila","Nivel 1 I-2","Av. Guillermo De La Fuente","Cdra 2",,,"Urb. Santa Luzmilla",Comas,Lima,"Lima Metropolitana",Perú,1,,,-11.9415583,-77.0633959,1,,SI,SI,SI,SI,SI,SI,SI,5368003,,,,,,,5368003,,,,,,,5368003,,,,,,,,,,,,,,5368003,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",5368003,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
382,"C.S Carlos Phillips","Nivel 1 I-3","Jr. Brasilia","Cdra 1",,,"Urb. El Parral",Comas,Lima,"Lima Metropolitana",Perú,1,,,-11.9595,-77.05730556,1,,SI,SI,SI,SI,SI,SI,SI,5250769,,,,,,,5250769,,,,,,,5250769,,,,,,,,,,,,,,5250769,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",5250769,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
383,"C.S Husares de Junín","Nivel 1 I-3","Jr Husares De Junin",Cdra1,,,"Urb. Huaquillay Ii Etapa",Comas,Lima,"Lima Metropolitana",Perú,1,,,-11.9357222,-77.05133333,1,,SI,SI,SI,SI,SI,SI,SI,5363998,,,,,,,5363998,,,,,,,5363998,,,,,,,,,,,,,,5363998,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",5363998,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
384,"P.S Santa Luzmila II","Nivel 1 I-2","Av. 22 De Agosto",1001,,,"Urb. Santa Luzmilla",Comas,Lima,"Lima Metropolitana",Perú,1,,,-11.9474722,-77.05830556,1,,SI,SI,SI,SI,SI,SI,SI,5371202,,,,,,,5371202,,,,,,,5371202,,,,,,,,,,,,,,5371202,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",5371202,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
385,"C.S El Álamo","Nivel 1 I-3","Mz Y Lote 1",,,,"Urb. El Alamo",Comas,Lima,"Lima Metropolitana",Perú,1,,,-11.9069444,-77.05213889,1,,SI,SI,SI,SI,SI,SI,SI,5374499,,,,,,,5374499,,,,,,,5374499,,,,,,,,,,,,,,5374499,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",5374499,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
386,"C.S Clorinda Malaga","Nivel 1 I-3","Jr Atahualpa",,,,"Pueblo Joven Villa Clorinda",Comas,Lima,"Lima Metropolitana",Perú,1,,,-11.9661111,-77.05311111,1,,SI,SI,SI,SI,SI,SI,SI,5258070,,,,,,,5258070,,,,,,,5258070,,,,,,,,,,,,,,5258070,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",5258070,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
387,"C.S Carlos Protzel","Nivel 1 I-3","Jr Andres Belaunde Este","Cdra 2",,,"Carmen Bajo",Comas,Lima,"Lima Metropolitana",Perú,1,,,-11.9403333,-77.04727778,1,,SI,SI,SI,SI,SI,SI,SI,5412433,,,,,,,5412433,,,,,,,5412433,,,,,,,,,,,,,,5412433,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",5412433,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
388,"C.S Comas","Nivel 1 I-3","Jr Puno","Cdra 4",,,"Barrio Santa Rosa",Comas,Lima,"Lima Metropolitana",Perú,1,,,-11.9533611,-77.04891667,1,,SI,SI,SI,SI,SI,SI,SI,5425557,,,,,,,5425557,,,,,,,5425557,,,,,,,,,,,,,,5425557,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",5425557,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
389,"C.S Santiago Apostol","Nivel 1 I-3","Av. 2 De Mayo","Cdra 7",,,"Sector La Libertad Del Aahh. La Balanza.",Comas,Lima,"Lima Metropolitana",Perú,1,,,-11.9580278,-77.03263889,1,,SI,SI,SI,SI,SI,SI,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
390,"C.S Carmen Medio","Nivel 1 I-3","Jr Cahuide","Cdra 8",,,"Pueblo Joven El Carmen",Comas,Lima,"Lima Metropolitana",Perú,1,,,-11.9408333,-77.04,1,,SI,SI,SI,SI,SI,SI,SI,5411225,,,,,,,5411225,,,,,,,5411225,,,,,,,,,,,,,,5411225,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",5411225,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
391,"C.S Carmen Alto","Nivel 1 I-3","Jr 3 De Octubre","Cdra 19",,"Av Cierra Maestra",,Comas,Lima,"Lima Metropolitana",Perú,1,,,-11.9448333,-77.03072222,1,,SI,SI,SI,SI,SI,SI,SI,5414107,,,,,,,5414107,,,,,,,5414107,,,,,,,,,,,,,,5414107,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",5414107,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
392,"P.S Señor de los Milagros","Nivel 1 I-2","Jr 3 De Octubre","100 Urb",,,"Señor De Los Milagros",Comas,Lima,"Lima Metropolitana",Perú,1,,,-11.938322,77.052066,1,,SI,SI,SI,SI,SI,SI,SI,5367278,,,,,,,5367278,,,,,,,5367278,,,,,,,,,,,,,,5367278,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",5367278,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
393,"C.S Collique III Zona","Nivel 1 I-3","Av Santa Rosa","Cdra 9",,,"Iii Zona De Collique",Comas,Lima,"Lima Metropolitana",Perú,1,,,-11.9143889,-77.01136111,1,,SI,SI,SI,SI,SI,SI,SI,5581306,,,,,,,5581306,,,,,,,5581306,,,,,,,,,,,,,,5581306,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",5581306,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
394,"C.S Año Nuevo","Nivel 1 I-3","Jr Bolognesi","Cdra 6",,,"Asoc Año Nuevo",Comas,Lima,"Lima Metropolitana",Perú,1,,,-11.9341286,77.04786,1,,SI,SI,SI,SI,SI,SI,SI,"5421810 / 5732371 /5733133",,,,,,,"5421810 / 5732371 /5733133",,,,,,,"5421810 / 5732371 /5733133",,,,,,,,,,,,,,"5421810 / 5732371 /5733133",,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas","5421810 / 5732371 /5733133",,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
395,"C.S Gustavo Lanatta","Nivel 1 I-3","Jr Arequipa",,,,"V Zona De Collique",Comas,Lima,"Lima Metropolitana",Perú,1,,,-11.9141944,-77.01136111,1,,SI,SI,SI,SI,SI,SI,SI,5580204,,,,,,,5580204,,,,,,,5580204,,,,,,,,,,,,,,5580204,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",5580204,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
396,"P.S 11 de Julio","Nivel 1 I-2","Av Luis Pardo",,,,"Zona Alta De Año Nuevo",Comas,Lima,"Lima Metropolitana",Perú,1,,,-11.9307222,-77.03738889,1,,SI,SI,SI,SI,SI,SI,SI,5423117,,,,,,,5423117,,,,,,,5423117,,,,,,,,,,,,,,5423117,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",5423117,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
397,"P.S Milagros de Jesús","Nivel 1 I-2","Av. Santo Toribio De Mogrovejo","Mz L Lote 10",,,"Aahh.Milagro De Jesus - Collique",Comas,Lima,"Lima Metropolitana",Perú,1,,,-11.9182222,-77.02608333,1,,SI,SI,SI,SI,SI,SI,SI,5582656,,,,,,,5582656,,,,,,,5582656,,,,,,,,,,,,,,5582656,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",5582656,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
398,"C.S Laura Rodriguez","Nivel 1 I-3","Parcela A","Mz 2 R1",,,"Urb. El Pinar",Comas,Lima,"Lima Metropolitana",Perú,1,,,-11.915761,77.055637,1,,SI,SI,SI,SI,SI,SI,SI,5570628,,,,,,,5570628,,,,,,,5570628,,,,,,,,,,,,,,5570628,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",5570628,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
399,"P.S San Carlos","Nivel 1 I-2","Jr San Mateo","Cdra 3",,,"Asoc San Carlos",Comas,Lima,"Lima Metropolitana",Perú,1,,,-11.9086111,-77.04127778,1,,SI,SI,SI,SI,SI,SI,SI,5434891,,,,,,,5434891,,,,,,,5434891,,,,,,,,,,,,,,5434891,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",5434891,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
400,"C.S Sangarara","Nivel 1 I-3","Jr Union","Cdra 6",,,"Coop. Paulo Vi Comas",Comas,Lima,"Lima Metropolitana",Perú,1,,,-11.9186389,-77.04383333,1,,SI,SI,SI,SI,SI,SI,SI,5421829,,,,,,,5421829,,,,,,,5421829,,,,,,,,,,,,,,5421829,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",5421829,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
401,"P.S Primavera","Nivel 1 I-2","Calle 8",,,"Entre Mz Q De Primavera Y Mz Z De Los Chasquis","Coop Primavera",Comas,Lima,"Lima Metropolitana",Perú,1,,,-11.9232778,-77.04925,1,,SI,SI,SI,SI,SI,SI,SI,5395007,,,,,,,5395007,,,,,,,5395007,,,,,,,,,,,,,,5395007,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",5395007,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
402,"Ps. Nueva Esperanza","Nivel 1 I-2","Av Jose Santos Chocanos","Cdra 2",,,"Nueva Esperanza Ii Zona De Collique",Comas,Lima,"Lima Metropolitana",Perú,1,,,-11.9574444,-77.04925,1,,SI,SI,SI,SI,SI,SI,SI,5202624,,,,,,,5202624,,,,,,,5202624,,,,,,,,,,,,,,5202624,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",5202624,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
403,"C.S. Tahuantinsuyo Bajo","Nivel 1 I-2",Av.Chinchaysuyo,"Cdra 4",,,"V Zona De Collique",Independencia,Lima,"Lima Metropolitana",Perú,1,,,-11.9786667,-77.05288889,1,,SI,SI,SI,SI,SI,SI,SI,5260459,,,,,,,5260459,,,,,,,5260459,,,,,,,,,,,,,,5260459,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",5260459,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
404,"C.S. Tahuantinsuyo Alto","Nivel 1","Jr.Hermanos Ayar","Cdra 2",,,,Independencia,Lima,"Lima Metropolitana",Perú,1,,,-11.9793056,-77.03975,1,,SI,SI,SI,SI,SI,SI,SI,5263956,,,,,,,5263956,,,,,,,5263956,,,,,,,,,,,,,,5263956,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",5263956,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
405,"C.S. Ermitaño Bajo","Nivel 1","Av. Los Pinos","Cdra 1",,,,Independencia,Lima,"Lima Metropolitana",Perú,1,,,-11.9977077,-77.0566246,1,,SI,SI,SI,SI,SI,SI,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
406,"C.S. Tupac Amaru","Nivel 1 I-2","Jr. Cajamarca","Cdra 2",,,"Urb. Payet",Independencia,Lima,"Lima Metropolitana",Perú,1,,,-11.9722778,-77.04530556,1,,SI,SI,SI,SI,SI,SI,SI,5260465,,,,,,,5260465,,,,,,,5260465,,,,,,,,,,,,,,5260465,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",5260465,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
407,"C.S. Milagro de la Fraternidad","Nivel 1 I-2","Av. Los Heroes","Cdra 1",,,"Aa.Hh. Milagro De La Fraternidad",Independencia,Lima,"Lima Metropolitana",Perú,1,,,-12.0115556,-77.04888889,1,,SI,SI,SI,SI,SI,SI,SI,5347777,,,,,,,5347777,,,,,,,5347777,,,,,,,,,,,,,,5347777,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",5347777,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
408,"P.S. Victor Raul Haya de La Torre","Nivel 1 I-2","Calle A","Mz 2 Lote 3",,,"Asoc.Victor Raul Haya De La Torre.",Independencia,Lima,"Lima Metropolitana",Perú,1,,,-11.9775833,-77.05713889,1,,SI,SI,SI,SI,SI,SI,SI,2011340,,,,,,,2011340,,,,,,,2011340,,,,,,,,,,,,,,2011340,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",2011340,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
409,"C.S. Ermitaño Alto","Nivel 1","Av. Los Jazmines","Cdra 5",,,"Aa.Hh. Ermitaño Alto",Independencia,Lima,"Lima Metropolitana",Perú,1,,,-11.9995723,-77.0459437,1,,SI,SI,SI,SI,SI,SI,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
410,"P.S. Jose Olaya","Nivel 1 I-2","Av. 4 De Noviembre","Cdra 3",,,"Pueblo Joven Jose Olaya - Payet Alto",Independencia,Lima,"Lima Metropolitana",Perú,1,,,-11.9677222,-77.03913889,1,,SI,SI,SI,SI,SI,SI,SI,5507215,,,,,,,5507215,,,,,,,5507215,,,,,,,,,,,,,,5507215,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",5507215,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
411,"P.S. Las Américas","Nivel 1 I-2","Jr Collasuyo","Cdra 2",,,"1ra Zona De Tahuantinsuyo",Independencia,Lima,"Lima Metropolitana",Perú,1,,,-11.9875833,-77.05413889,1,,SI,SI,SI,SI,SI,SI,SI,5263393,,,,,,,5263393,,,,,,,5263393,,,,,,,,,,,,,,5263393,,,,,,"Detección de cáncer de cuello uterino a través de Papanicolau y de cáncer de mamas",5263393,,,,,,Consejería,"Gratuito para todos","Gratuito con SIS","Gratuito con SIS",,"Gratuito con SIS","Gratuito con SIS",NO,NO,NO,NO,NO,SI
